0,9
1,0
2,4
3,9
4,9
5,1
6,1
7,0
8,4
9,9
10,0
11,1
12,0
13,9
14,5
15,0
16,9
17,9
18,1
19,1
20,0
21,1
22,9
23,0
24,9
25,0
26,1
27,1
28,0
29,0
30,9
31,8
32,0
33,9
34,0
35,1
36,5
37,9
38,1
39,1
40,1
41,1
42,5
43,4
44,9
45,9
46,1
47,1
48,9
49,1
50,5
51,5
52,9
53,9
54,0
55,0
56,0
57,5
58,9
59,1
60,1
61,9
62,0
63,0
64,9
65,0
66,1
67,5
68,0
69,4
70,0
71,1
72,1
73,9
74,9
75,0
76,9
77,1
78,4
79,9
80,0
81,1
82,0
83,5
84,0
85,9
86,9
87,9
88,1
89,0
90,0
91,4
92,1
93,1
94,9
95,1
96,9
97,9
98,0
99,0
100,4
101,0
102,4
103,4
104,5
105,9
106,4
107,5
108,9
109,4
110,1
111,9
112,9
113,9
114,0
115,9
116,0
117,1
118,0
119,9
120,1
121,9
122,4
123,9
124,1
125,1
126,4
127,5
128,5
129,9
130,1
131,1
132,4
133,1
134,9
135,1
136,4
137,5
138,0
139,0
140,9
141,0
142,1
143,5
144,5
145,0
146,9
147,9
148,9
149,1
150,1
151,9
152,9
153,1
154,5
155,0
156,1
157,9
158,9
159,0
160,0
161,4
162,0
163,1
164,1
165,1
166,1
167,1
168,9
169,0
170,5
171,9
172,9
173,0
174,5
175,1
176,1
177,8
178,0
179,9
180,5
181,1
182,4
183,9
184,9
185,1
186,9
187,9
188,4
189,0
190,1
191,9
192,1
193,9
194,0
195,1
196,9
197,1
198,9
199,9
200,5
201,0
202,9
203,0
204,9
205,3
206,8
207,0
208,9
209,0
210,5
211,5
212,0
213,0
214,9
215,0
216,4
217,1
218,1
219,9
220,0
221,1
222,5
223,4
224,5
225,0
226,4
227,9
228,0
229,1
230,9
231,1
232,5
233,9
234,1
235,0
236,5
237,9
238,0
239,1
240,4
241,0
242,9
243,9
244,1
245,1
246,5
247,0
248,9
249,1
250,9
251,1
252,1
253,1
254,9
255,0
256,9
257,1
258,1
259,1
260,9
261,1
262,1
263,1
264,4
265,4
266,9
267,4
268,3
269,5
270,5
271,0
272,9
273,1
274,1
275,0
276,9
277,0
278,9
279,5
280,0
281,8
282,5
283,0
284,0
285,9
286,0
287,1
288,9
289,1
290,1
291,9
292,4
293,8
294,1
295,9
296,1
297,0
298,0
299,9
300,3
301,9
302,9
303,9
304,1
305,1
306,1
307,1
308,0
309,0
310,9
311,9
312,1
313,9
314,1
315,0
316,5
317,9
318,9
319,0
320,9
321,1
322,9
323,5
324,0
325,9
326,9
327,0
328,1
329,9
330,9
331,1
332,9
333,5
334,1
335,4
336,0
337,1
338,9
339,5
340,0
341,5
342,5
343,0
344,0
345,5
346,5
347,5
348,4
349,9
350,5
351,1
352,0
353,4
354,1
355,9
356,5
357,1
358,3
359,0
360,4
361,9
362,0
363,9
364,9
365,4
366,0
367,1
368,1
369,1
370,9
371,5
372,1
373,9
374,1
375,9
376,1
377,9
378,0
379,0
380,1
381,9
382,1
383,1
384,1
385,9
386,5
387,5
388,9
389,0
390,9
391,9
392,0
393,1
394,4
395,1
396,4
397,0
398,4
399,1
400,1
401,9
402,0
403,9
404,0
405,0
406,0
407,9
408,0
409,4
410,9
411,0
412,1
413,9
414,1
415,1
416,9
417,1
418,4
419,9
420,9
421,9
422,3
423,9
424,0
425,0
426,9
427,5
428,8
429,0
430,5
431,0
432,1
433,9
434,9
435,1
436,1
437,9
438,9
439,5
440,1
441,0
442,0
443,1
444,0
445,5
446,8
447,8
448,4
449,9
450,9
451,9
452,1
453,9
454,4
455,5
456,1
457,0
458,1
459,9
460,1
461,0
462,0
463,9
464,5
465,5
466,1
467,0
468,1
469,8
470,9
471,0
472,4
473,9
474,4
475,9
476,9
477,0
478,0
479,0
480,1
481,1
482,1
483,0
484,9
485,5
486,9
487,4
488,9
489,0
490,1
491,9
492,8
493,1
494,4
495,1
496,1
497,0
498,0
499,1
500,9
501,0
502,9
503,0
504,9
505,0
506,4
507,1
508,4
509,0
510,9
511,1
512,1
513,9
514,9
515,0
516,1
517,9
518,4
519,9
