0,2
1,6
2,5
3,5
4,6
5,3
6,3
7,3
8,6
9,5
10,2
11,6
12,6
13,6
14,6
15,3
16,5
17,2
18,7
19,3
20,6
21,3
22,2
23,7
24,5
25,6
26,3
27,3
28,6
29,2
30,5
31,2
32,6
33,2
34,2
35,3
36,2
37,5
38,3
39,3
40,3
41,7
42,2
43,5
44,2
45,5
46,3
47,6
48,5
49,3
50,5
51,2
52,5
53,5
54,6
55,6
56,6
57,5
58,2
59,3
60,3
61,2
62,6
63,6
64,2
65,6
66,3
67,5
68,6
69,2
70,3
71,6
72,3
73,6
74,2
75,6
76,5
77,3
78,5
79,5
80,7
81,3
82,6
83,5
84,6
85,6
86,2
87,5
88,7
89,5
90,6
91,5
92,3
93,3
94,5
95,3
96,5
97,6
98,6
99,6
100,5
101,6
102,6
103,2
104,5
105,5
106,2
107,5
108,2
109,6
110,3
111,5
112,2
113,5
114,6
115,6
116,6
117,6
118,6
119,5
120,6
121,5
122,5
123,5
124,3
125,3
126,2
127,5
128,6
129,6
130,3
131,3
132,6
133,3
134,5
135,3
136,5
137,2
138,6
139,6
140,5
141,6
142,3
143,2
144,5
145,6
146,5
147,5
148,5
149,3
150,3
151,5
152,6
153,6
154,5
155,6
156,3
157,5
158,5
159,3
160,6
161,6
162,6
163,6
164,3
165,3
166,6
167,3
168,5
169,6
170,5
171,5
172,5
173,6
174,5
175,3
176,3
177,6
178,6
179,5
180,5
181,3
182,5
183,5
184,6
185,6
186,5
187,5
188,6
189,3
190,3
191,5
192,3
193,2
194,2
195,7
196,5
197,3
198,6
199,2
200,6
201,6
202,5
203,6
204,2
205,2
206,6
207,6
208,5
209,6
210,5
211,6
212,6
213,6
214,2
215,6
216,6
217,7
218,3
219,5
220,6
221,3
222,5
223,5
224,2
225,3
226,2
227,5
228,6
229,3
230,2
231,6
232,6
233,6
234,3
235,2
236,5
237,5
238,6
239,3
240,2
241,6
242,5
243,2
244,3
245,3
246,5
247,6
248,2
249,7
250,6
251,3
252,3
253,3
254,2
255,6
256,2
257,5
258,6
259,6
260,6
261,3
262,6
263,3
264,5
265,2
266,5
267,2
268,7
269,6
270,5
271,2
272,5
273,3
274,3
275,6
276,5
277,6
278,2
279,2
280,6
281,2
282,6
283,6
284,6
285,5
286,6
287,3
288,2
289,3
290,3
291,5
292,6
293,6
294,3
295,6
296,3
297,6
298,6
299,5
300,6
301,5
302,6
303,5
304,3
305,3
306,3
307,7
308,6
309,3
310,2
311,6
312,6
313,5
314,3
315,2
316,5
317,5
318,6
319,7
320,6
321,6
322,2
323,5
324,2
325,6
326,2
327,6
328,3
329,5
330,2
331,6
332,5
333,5
334,6
335,6
336,7
337,6
338,2
339,5
340,2
341,6
342,5
343,6
344,6
345,5
346,5
347,5
348,2
349,5
350,2
351,3
352,6
353,6
354,3
355,2
356,5
357,3
358,6
359,6
360,3
361,2
362,2
363,5
364,6
365,6
366,6
367,3
368,3
369,3
370,5
371,5
372,3
373,5
374,3
375,5
376,3
377,2
378,6
379,2
380,3
381,6
382,3
383,3
384,3
385,5
386,6
387,5
388,5
389,6
390,2
391,6
392,6
393,6
394,5
395,3
396,2
397,2
398,2
399,3
400,3
401,5
402,6
403,2
404,6
405,6
406,6
407,6
408,6
409,2
410,5
411,6
412,3
413,3
414,6
415,3
416,5
417,3
418,6
419,5
420,5
421,6
422,3
423,5
424,6
425,6
426,6
427,5
428,6
429,2
430,2
431,6
432,3
433,5
434,5
435,3
436,3
437,2
438,6
439,2
440,3
441,6
442,6
443,3
444,6
445,6
446,6
447,6
448,6
449,5
450,6
451,6
452,3
453,2
454,6
455,6
456,6
457,6
458,6
459,5
460,3
461,6
462,6
463,2
464,6
465,5
466,6
467,6
468,7
469,6
470,2
471,6
472,2
473,5
474,3
475,5
476,5
477,6
478,6
479,6
480,6
481,3
482,6
483,6
484,2
485,5
486,5
487,2
488,6
489,6
490,3
491,5
492,5
493,3
494,6
495,6
496,3
497,6
498,6
499,3
500,5
501,6
502,5
503,6
504,5
505,6
506,2
507,3
508,5
509,6
510,6
511,3
512,3
513,5
514,5
515,6
516,3
517,5
518,6
519,5
